"","Publisher","Dagger","Book review link","Author","Primary isbn10","Price","Primary isbn13","Sunday review link","Date","First chapter link","Contributor","Title","AgeGroup","WeeksOnList"
"1463","Blue Bolt",0,NA,"Jasmine Walt","None",17.11,"A00B01F3BYKTW",NA,2016-08-21,NA,"by Jasmine Walt","MAGIC AND MAYHEM","Childhood",0
"1464","Ballantine",0,NA,"Emily Giffin","345546938",17.67,"9.78035E+12",NA,2016-08-14,NA,"by Emily Giffin","FIRST COMES LOVE","Adult",0
"1465","Grand Central",0,"https://www.nytimes.com/2016/06/05/books/review/noah-hawleys-before-the-fall.html","Noah Hawley","1455561800",18.19,"9.78146E+12",NA,2016-08-14,NA,"by Noah Hawley","BEFORE THE FALL","Adult",0
"1466","Berkley",0,NA,"Jane Green","None",6.59,"9.7804E+12",NA,2016-08-07,NA,"by Jane Green","FALLING","Young Adult",0
"1467","BookShots",0,NA,"James Patterson with Maxine Paetro","316360597",7.13,"9.78032E+12",NA,2016-08-07,NA,"by James Patterson with Maxine Paetro","THE TRIAL","Adult",0
"1468","Waterhouse",0,NA,"Helen Hardt","None",10.78,"A00B01FWPZQRY",NA,2016-08-07,NA,"by Helen Hardt","CRAVING","Adult",0
"1469","Emily Bestler/Atria",0,NA,"Brad Thor","1476789371",7.61,"9.78148E+12",NA,2016-07-31,NA,"by Brad Thor","FOREIGN AGENT","Young Adult",0
"1470","Del Rey",0,NA,"Chuck Wendig","1101966947",4.81,"9.7811E+12",NA,2016-07-31,NA,"by Chuck Wendig","LIFE DEBT  AFTERMATH","Adult",0
"1471","Little, Brown",0,NA,"Elin Hilderbrand","316375152",7.26,"9.78032E+12",NA,2016-07-31,NA,"by Elin Hilderbrand","HERE S TO US","Young Adult",0
"1472","Little, Brown",0,NA,"Michael Connelly","759525781",11.98,"9.78076E+12",NA,2016-07-31,NA,"by Michael Connelly","THE BLACK ICE","Young Adult",0
"1473","Morrow",0,NA,"Laura Lippman","61796786",18.31,"9.78006E+12",NA,2016-07-24,NA,"by Laura Lippman","WHAT THE DEAD KNOW","Teen",0
"1474","EverAfter Romance",0,NA,"Alessandra Torre","1940941776",17.33,"9.78194E+12",NA,2016-07-24,NA,"by Alessandra Torre","MOONSHOT","Young Adult",0
"1475","BAAE",0,NA,"Corinne Michaels","1942834187",7.64,"9.78194E+12",NA,2016-07-24,NA,"by Corinne Michaels","SAY YOU LL STAY","Adult",0
"1476","Avon Impulse",0,NA,"Eloisa James","62573063",3.03,"9.78006E+12",NA,2016-07-17,NA,"by Eloisa James","A GENTLEMAN NEVER TELLS","Adult",0
"1477","Little, Brown",0,NA,"James Patterson","316317144",10.78,"9.78032E+12",NA,2016-07-17,NA,"by James Patterson","CROSS KILL","Teen",0
"1478","Dutton",0,NA,"Brad Taylor","None",1.99,"9.7807E+12",NA,2016-07-17,NA,"by Brad Taylor","GHOSTS OF WAR","Childhood",0
"1479","Avon",0,NA,"Jill Shalvis","006244803X",12.97,"9.78006E+12",NA,2016-07-17,NA,"by Jill Shalvis","SWEET LITTLE LIES","Young Adult",0
"1480","HQN",0,NA,"Raeanne Thayne","373789831",13.25,"9.78037E+12",NA,2016-07-10,NA,"by Raeanne Thayne","RIVERBEND ROAD","Childhood",0
"1481","Little, Brown",0,NA,"James Patterson and Maxine Paetro","031629005X",15.02,"9.78032E+12",NA,2016-07-10,NA,"by James Patterson and Maxine Paetro","15TH AFFAIR","Young Adult",0
"1482","St. Martin's",0,NA,"Sherrilyn Kenyon","125008282X",16.09,"9.78125E+12",NA,2016-07-10,NA,"by Sherrilyn Kenyon","BORN OF LEGEND","Young Adult",0
"1483","Putnam",0,NA,"Clive Cussler and Boyd Morrison","399175962",7.89,"9.7804E+12",NA,2016-07-03,NA,"by Clive Cussler and Boyd Morrison","THE EMPEROR S REVENGE","Young Adult",0
"1484","Putnam",0,NA,"Nora Roberts","515154121",12.29,"9.78052E+12",NA,2016-07-03,NA,"by Nora Roberts","THE COLLECTOR","Teen",0
"1485","Scribner",0,"https://www.nytimes.com/2016/06/19/books/review/barkskins-by-annie-proulx.html","Annie Proulx","743288785",19.81,"9.78074E+12",NA,2016-07-03,NA,"by Annie Proulx","BARKSKINS","Young Adult",0
"1486","DLZ Entertainment",0,NA,"Lexi Blake","1937608514",13.32,"9.78194E+12",NA,2016-07-03,NA,"by Lexi Blake","DOMINANCE NEVER DIES","Adult",0
"1487","Avon",0,NA,"Lisa Kleypas","62371851",3.54,"9.78006E+12",NA,2016-06-26,NA,"by Lisa Kleypas","MARRYING WINTERBORNE","Childhood",0
"1488","Morrow/HarperCollins",0,NA,"Stephanie Dray and Laura Kamoie","62347276",3.72,"9.78006E+12",NA,2016-06-26,NA,"by Stephanie Dray and Laura Kamoie","AMERICA S FIRST DAUGHTER","Adult",0
"1489","Morrow/HarperCollins",0,NA,"Dorothea Benton Frank","62390759",1.54,"9.78006E+12",NA,2016-06-26,NA,"by Dorothea Benton Frank","ALL SUMMER LONG","Young Adult",0
"1490","Crown/Archetype",0,"https://www.nytimes.com/2016/07/03/books/review/terry-mcmillan-i-almost-forgot-about-you.html","Terry McMillan","1101902574",16.24,"9.7811E+12",NA,2016-06-26,NA,"by Terry McMillan","I ALMOST FORGOT ABOUT YOU","Young Adult",0
"1491","Ballantine",0,NA,"Nancy Thayer","1101967064",10.34,"9.7811E+12",NA,2016-06-19,NA,"by Nancy Thayer","THE ISLAND HOUSE","Young Adult",0
"1492","Riverhead",0,"https://www.nytimes.com/2016/06/05/books/review/emma-straubs-modern-lovers.html","Emma Straub","None",2.48,"9.7807E+12",NA,2016-06-19,NA,"by Emma Straub","MODERN LOVERS","Young Adult",0
"1493","Ballantine",0,NA,"Tess Gerritsen","345449436",19.23,"9.78035E+12",NA,2016-06-19,NA,"by Tess Gerritsen","THE SURGEON","Young Adult",0
"1494","Morrow/HarperCollins",0,NA,"Joe Hill","62200631",9.78,"9.78006E+12",NA,2016-06-12,NA,"by Joe Hill","THE FIREMAN","Childhood",0
"1495","HTJB",0,NA,"Marie Force","1942295502",10.42,"9.78194E+12",NA,2016-06-12,NA,"by Marie Force","DESIRE AFTER DARK","Adult",0
"1496","Knopf",0,"https://www.nytimes.com/2016/05/29/books/review/sweetbitter-by-stephanie-danler.html","Stephanie Danler","110187595X",11.34,"9.7811E+12",NA,2016-06-12,NA,"by Stephanie Danler","SWEETBITTER","Teen",0
"1497","Minotaur",0,NA,"Nevada Barr","1466870931",10.87,"9.78E+12",NA,2016-06-05,NA,"by Nevada Barr","BOAR ISLAND","Young Adult",0
"1498","Morrow",0,NA,"Steve Martini","62328972",7.67,"9.78E+12",NA,2016-06-05,NA,"by Steve Martini","BLOOD FLAG","Young Adult",0
"1499","Putnam",0,NA,"Steve Hamilton","399574336",16.12,"9.78E+12",NA,2016-06-05,NA,"by Steve Hamilton","THE SECOND LIFE OF NICK MASON","Young Adult",0
"1500","Random House",0,"https://www.nytimes.com/2016/05/01/books/review/eligible-curtis-sittenfelds-update-of-jane-austen.html","Curtis Sittenfeld","812997611",16.9,"9.78E+12",NA,2016-05-29,NA,"by Curtis Sittenfeld","ELIGIBLE","Young Adult",0
"1501","Little, Brown",0,NA,"James Patterson and Maxine Paetro","1455584983",9.21,"9.78E+12",NA,2016-05-29,NA,"by James Patterson and Maxine Paetro","14TH DEADLY SIN","Adult",0
"1502","Harper",0,"https://www.nytimes.com/2016/05/22/books/review/larose-by-louise-erdrich.html","Louise Erdrich","62277022",12.72,"9.78E+12",NA,2016-05-29,NA,"by Louise Erdrich","LAROSE","Childhood",0
"1503","Bantam",0,NA,"Janet Evanovich and Lee Goldberg","345543068",10.83,"9.78E+12",NA,2016-05-22,NA,"by Janet Evanovich and Lee Goldberg","THE HEIST","Young Adult",0
"1504","Ace",0,NA,"Charlaine Harris","1101598832",16.47,"9.78E+12",NA,2016-05-22,NA,"by Charlaine Harris","NIGHT SHIFT","Adult",0
"1505","Simon & Schuster",0,NA,"Mary Higgins Clark","1501130447",17.73,"9.78E+12",NA,2016-05-22,NA,"by Mary Higgins Clark","AS TIME GOES BY","Adult",0
"1506","Morrow",0,NA,"Shelley Noble","62319183",15.25,"9.78E+12",NA,2016-05-15,NA,"by Shelley Noble","WHISPER BEACH","Adult",0
"1507","Thomas Nelson",0,NA,"Rachel Hauck","1401686311",10.75,"9.78E+12",NA,2016-05-15,NA,"by Rachel Hauck","THE WEDDING DRESS","Teen",0
"1508","Mira",0,NA,"Stephanie Laurens","1459294033",17.37,"9.78E+12",NA,2016-05-15,NA,"by Stephanie Laurens","A BUCCANEER AT HEART","Teen",0
"1509","Delacorte",0,NA,"Lee Child","804178798",4.52,"9.78E+12",NA,2016-05-08,NA,"by Lee Child","MAKE ME","Young Adult",0
"1510","Crown",0,NA,"Andy Weir","None",12.67,"9.78E+12",NA,2016-05-08,NA,"by Andy Weir","THE MARTIAN","Teen",0
"1511","Morrow",0,NA,"James Rollins and Grant Blackwood","62135309",13.07,"9.78E+12",NA,2016-05-08,NA,"by James Rollins and Grant Blackwood","WAR HAWK","Adult",0
"1512","Putnam",0,NA,"Stuart Woods","None",13.21,"9.78E+12",NA,2016-05-01,NA,"by Stuart Woods","FAMILY JEWELS","Teen",0
"1513","Random House",0,"https://www.nytimes.com/2016/04/03/books/review/millers-valley-by-anna-quindlen.html","Anna Quindlen","812996089",2.75,"9.78E+12",NA,2016-05-01,NA,"by Anna Quindlen","MILLER S VALLEY","Young Adult",0
"1514","Doubleday",0,NA,"John Grisham","385541929",14.64,"9.78E+12",NA,2016-05-01,NA,"by John Grisham","PARTNERS","Adult",0
"1515","Berkley",0,NA,"Jennifer Ashley","None",1.45,"9.78E+12",NA,2016-04-24,NA,"by Jennifer Ashley","WHITE TIGER","Childhood",0
"1516","Bantam",0,NA,"Laurie R King","804177910",5.71,"9.78E+12",NA,2016-04-24,NA,"by Laurie R. King","THE MURDER OF MARY RUSSELL","Childhood",0
"1517","Avon",0,NA,"Julia Quinn","62388150",9.02,"9.78E+12",NA,2016-04-24,NA,"by Julia Quinn","BECAUSE OF MISS BRIDGERTON","Young Adult",0
"1518","Kensington",0,NA,"Fern Michaels","1617734616",9.25,"9.78E+12",NA,2016-04-17,NA,"by Fern Michaels","NO SAFE SECRET","Childhood",0
"1519","Delacorte",0,NA,"Danielle Steel","804179662",2.71,"9.78E+12",NA,2016-04-17,NA,"by Danielle Steel","PROPERTY OF A NOBLEWOMAN","Young Adult",0
"1520","Avon Impulse",0,NA,"Linda Howard","006242226X",2.72,"9.78E+12",NA,2016-04-10,NA,"by Linda Howard","HEARTBREAKER","Adult",0
"1521","Little, Brown",0,"https://www.nytimes.com/2010/09/13/books/13book.html","Emma Donoghue","316098329",14.39,"9.78E+12","https://www.nytimes.com/2010/09/19/books/review/Bender-t.html",2016-04-10,NA,"by Emma Donoghue","ROOM","Young Adult",0
"1522","Grand Central",0,NA,"David Baldacci","1455559806",5,"9.78E+12",NA,2016-04-10,NA,"by David Baldacci","MEMORY MAN","Adult",0
"1523","Barbara Freethy",0,NA,"Barbara Freethy","996117113",8.83,"9.78E+12",NA,2016-04-03,NA,"by Barbara Freethy","IF I DIDN T KNOW BETTER","Teen",0
"1524","Ace",0,NA,"Patricia Briggs","698180917",2.6,"9.78E+12",NA,2016-04-03,NA,"by Patricia Briggs","FIRE TOUCHED","Adult",0
"1525","Europa Editions",0,NA,"Elena Ferrante","1609450787",4.43,"9.78E+12",NA,2016-04-03,NA,"by Elena Ferrante","MY BRILLIANT FRIEND","Young Adult",0
"1526","New American Library",0,NA,"Fiona Barton","1101990465",18.08,"9.78E+12",NA,2016-03-27,NA,"by Fiona Barton","THE WIDOW","Adult",0
"1527","Dutton",0,NA,"Lisa Gardner","069840422X",18.95,"9.78E+12",NA,2016-03-27,NA,"by Lisa Gardner","FIND HER","Adult",0
"1528","Gallery",0,NA,"Christina Lauren","1501131222",8.17,"9.78E+12",NA,2016-03-20,NA,"by Christina Lauren","BEAUTIFUL BOSS","Young Adult",0
"1529","Ballantine",0,NA,"Debbie Macomber","553391925",9.12,"9.78E+12",NA,2016-03-20,NA,"by Debbie Macomber","A GIRL S GUIDE TO MOVING ON","Young Adult",0
"1530","Morrow",0,NA,"Steve Martini","62328948",0.77,"9.78E+12",NA,2016-03-20,NA,"by Steve Martini","THE ENEMY INSIDE","Teen",0
"1531","Little, Brown",0,NA,"James Patterson and Marshall Karp","316288721",18.45,"9.78E+12",NA,2016-03-13,NA,"by James Patterson and Marshall Karp","NYPD RED 4","Teen",0
"1532","Berkley",0,NA,"J D Robb","None",4.4,"9.78E+12",NA,2016-03-13,NA,"by J. D. Robb","BROTHERHOOD IN DEATH","Young Adult",0
"1533","DLZ Entertainment",0,NA,"Lexi Blake","1937608492",9.1,"9.78E+12",NA,2016-03-13,NA,"by Lexi Blake","FROM SANCTUM WITH LOVE","Adult",0
"1534","Zebra",0,NA,"Lisa Jackson","1420136046",13.17,"9.78E+12",NA,2016-03-13,NA,"by Lisa Jackson","REVENGE","Childhood",0
"1535","Ballatine",0,NA,"Jonathan Kellerman","345541413",7.42,"9.78E+12",NA,2016-03-06,NA,"by Jonathan Kellerman","BREAKDOWN","Young Adult",0
"1536","Dutton",0,NA,"Harlan Coben","451414136",4.8,"9.78E+12",NA,2016-03-06,NA,"by Harlan Coben","THE STRANGER","Young Adult",0
"1537","Mira",0,NA,"Ron Carr","1459295498",12.91,"9.78E+12",NA,2016-03-06,NA,"by Robyn Carr","BACKWARD GLANCE","Teen",0
"1538","Delacorte",0,NA,"Danielle Steel","None",4.73,"9.78E+12",NA,2016-02-28,NA,"by Danielle Steel","BLUE","Adult",0
"1539","Harper Perennial",0,NA,"Liane Moriarty","62008676",16.97,"9.78E+12",NA,2016-02-28,NA,"by Liane Moriarty","THE LAST ANNIVERSARY","Teen",0
"1540","Waterhouse",0,NA,"Audrey Carlan","None",7.19,"A00B013CVOJEG",NA,2016-02-28,NA,"by Audrey Carlan","JANUARY","Adult",0
"1541","Jamie McGuire",0,NA,"Jamie McGuire","None",19.93,"9.78E+12",NA,2016-02-21,NA,"by Jamie McGuire","BEAUTIFUL BURN","Childhood",0
"1542","Vi Keeland",0,NA,"Vi Keeland","1942215355",7.41,"9.78E+12",NA,2016-02-21,NA,"by Vi Keeland","THE BALLER","Teen",0
"1543","Waterhouse",0,NA,"Audrey Carlan","None",3.01,"A00B013CVOGNU",NA,2016-02-21,NA,"by Audrey Carlan","FEBRUARY","Teen",0
"1544","Delacorte",0,NA,"Melanie Benjamin","345539753",10.84,"9.78E+12",NA,2016-02-14,NA,"by Melanie Benjamin","THE SWANS OF FIFTH AVENUE","Young Adult",0
"1545","Zebra",0,NA,"Kat Martin","1420139010",8.54,"9.78E+12",NA,2016-02-14,NA,"by Kat Martin","INTO THE FURY","Young Adult",0
"1546","InterMix",0,NA,"Nora Roberts","None",4.62,"9.78E+12",NA,2016-02-07,NA,"by Nora Roberts","IRISH THOROUGHBRED","Childhood",0
"1547","Putnam",0,NA,"Stuart Woods","None",17.19,"9.78E+12",NA,2016-02-07,NA,"by Stuart Woods","SCANDALOUS BEHAVIOR","Teen",0
"1548","Waterhouse",0,NA,"Audrey Carlan","None",0.26,"A00B013CW2LMW",NA,2016-02-07,NA,"by Audrey Carlan","APRIL","Adult",0
"1549","St. Martin's Griffin",0,NA,"Michelle Gable","1466849622",12.67,"9.78E+12",NA,2016-01-31,NA,"by Michelle Gable","A PARIS APARTMENT","Adult",0
"1550","Broadway",0,NA,"Sarah McCoy","307460207",7.43,"9.78E+12",NA,2016-01-31,NA,"by Sarah McCoy","THE BAKER S DAUGHTER","Adult",0
"1551","Lauren Blakely",0,NA,"Lauren Blakely","None",8.51,"A00B01A1E8WO0",NA,2016-01-31,NA,"by Lauren Blakely","BIG ROCK","Young Adult",0
"1552","St. Martin's",0,NA,"Darynda Jones","1466886153",13.66,"9.78E+12",NA,2016-01-31,NA,"by Darynda Jones","THE DIRT ON NINTH GRAVE","Teen",0
"1553","Signet",0,NA,"Catherine Anderson","451418352",1.93,"9.78E+12",NA,2016-01-24,NA,"by Catherine Anderson","NEW LEAF","Teen",0
"1554","Doubleday",0,NA,"Chris Bohjalian","385538901",15.09,"9.78E+12",NA,2016-01-24,NA,"by Chris Bohjalian","THE GUEST ROOM","Teen",0
"1555","ePublishing Works!",0,NA,"Jeanne Glidewell","1614177821",7.81,"9.78E+12",NA,2016-01-24,NA,"by Jeanne Glidewell","LEXIE STARR COZY MYSTERIES BOXED SET","Adult",0
"1556","Waterhouse Press",0,NA,"Audrey Carlan","None",11.49,"A00B013CPIN1W",NA,2016-01-24,NA,"by Audrey Carlan","MARCH","Adult",0
"1557","Witness Impulse",0,NA,"James Hayman","62435159",8.53,"9.78E+12",NA,2016-01-17,NA,"by James Hayman","THE GIRL IN THE GLASS","Young Adult",0
"1558","Avon",0,NA,"Sarah MacLean","62379399",0.67,"9.78E+12",NA,2016-01-17,NA,"by Sarah MacLean","THE ROGUE NOT TAKEN","Adult",0
"1559","Putnam",0,NA,"Mark Greaney","698410610",9.35,"9.78E+12",NA,2016-01-17,NA,"by Mark Greaney","TOM CLANCY  COMMANDER IN CHIEF","Teen",0
"1560","Riverhead",0,NA,"Lauren Groff","1594634475",4.88,"9.78E+12","https://www.nytimes.com/2015/09/13/books/review/lauren-groffs-fates-and-furies.html",2016-01-10,NA,"by Lauren Groff","FATES AND FURIES","Adult",0
"1561","Bantam",0,NA,"George R R Martin","345533488",18.93,"9.78E+12",NA,2016-01-10,NA,"by George R. R. Martin","A KNIGHT OF THE SEVEN KINGDOMS","Young Adult",0
"1562","Delacorte",0,NA,"Danielle Steel","345531035",1.01,"9.78E+12",NA,2015-12-27,NA,"by Danielle Steel","PRECIOUS GIFTS","Young Adult",0
"1563","Mariner",0,NA,"Philip K Dick","547572484",6.44,"9.78E+12",NA,2015-12-27,NA,"by Philip K. Dick","THE MAN IN THE HIGH CASTLE","Childhood",0
"1564","Gallery",0,NA,"Kresley Cole","1451650043",0.12,"9.78E+12",NA,2015-12-20,NA,"by Kresley Cole","SWEET RUIN","Teen",0
"1565","Silhouette",0,NA,"Nora Roberts","146034278X",1.15,"9.78E+12",NA,2015-12-13,NA,"by Nora Roberts","NIGHT MOVES","Adult",0
"1566","Putnam",0,NA,"Clive Cussler and Graham Brown","399174117",1.37,"9.78E+12",NA,2015-12-13,NA,"by Clive Cussler and Graham Brown","THE PHARAOH S SECRET","Adult",0
"1567","Atria",0,NA,"Isabel Allende","1501117009",13.8,"9.78E+12",NA,2015-12-13,NA,"by Isabel Allende","THE JAPANESE LOVER","Childhood",0
"1568","Tor",0,NA,"Terry Goodkind","1466890401",1.69,"9.78E+12",NA,2015-12-06,NA,"by Terry Goodkind","WARHEART","Young Adult",0
"1569","Putnam",0,NA,"Robert Crais",NA,9.11,"9.78E+12",NA,2015-12-06,NA,"by Robert Crais","THE PROMISE","Young Adult",0
"1570","Open Road Media",0,"https://www.nytimes.com/1990/08/10/books/books-of-the-times-recalling-suburban-life-in-the-50-s.html","Alice Hoffman","1453206361",6.1,"9.78E+12","https://www.nytimes.com/1990/08/05/books/trouble-on-hemlock-street.html",2015-12-06,NA,"by Alice Hoffman","SEVENTH HEAVEN","Adult",0
"1571","Ampersand",0,NA,"Kristen Pro","163350008X",8.38,"9.78E+12",NA,2015-11-29,NA,"by Kristen Proby","EASY MELODY","Teen",0
"1572","St. Martin's",0,NA,"Sherrilyn Kenyon","1466840951",10.03,"9.78E+12",NA,2015-11-22,NA,"by Sherrilyn Kenyon","BORN OF BETRAYAL","Childhood",0
"1573","Minotaur",0,NA,"Allison Brennan","1466870036",14.75,"9.78E+12",NA,2015-11-22,NA,"by Allison Brennan","NO GOOD DEED","Teen",0
"1574","DGS",0,NA,"Denise Grover Swank","1939996341",1.07,"9.78E+12",NA,2015-11-22,NA,"by Denise Grover Swank","THIRTY FIVE AND A HALF CONSIPIRACIES","Teen",0
"1575","Bantam",0,NA,"Dean Koontz","None",0.04,"9.78E+12",NA,2015-11-15,NA,"by Dean Koontz","FINAL HOUR","Adult",0
"1576","Ballantine",0,NA,"Tess Gerritsen","None",9.43,"9.78E+12",NA,2015-11-15,NA,"by Tess Gerritsen","PLAYING WITH FIRE","Young Adult",0
"1577","Random House",0,NA,"David Mitchell","812998685",5.8,"9.78E+12","https://www.nytimes.com/2015/11/15/books/review/david-mitchells-slade-house.html",2015-11-15,NA,"by David Mitchell","SLADE HOUSE","Childhood",0
"1578","Zebra",0,NA,"Fern Michaels","1420136666",1.21,"9.78E+12",NA,2015-11-15,NA,"by Fern Michaels","WISHES FOR CHRISTMAS","Teen",0
"1579","Berkley",0,NA,"Kay Hooper","None",8.78,"9.78E+12",NA,2015-11-08,NA,"by Kay Hooper","FEAR THE DARK","Young Adult",0
"1580","Harper",0,"https://www.nytimes.com/2009/11/23/books/23book.html","Michael Crichton","61938742",10.79,"9.78E+12",NA,2015-11-08,NA,"by Michael Crichton","PIRATE LATITUDES","Adult",0
"1581","Doubleday",0,NA,"John Grisham","345543254",14.55,"9.78E+12",NA,2015-11-08,NA,"by John Grisham","GRAY MOUNTAIN","Adult",0
"1582","Harper",0,NA,"Adriana Trigiani","62319213",16.97,"9.78E+12",NA,2015-11-01,NA,"by Adriana Trigiani","ALL THE STARS IN THE HEAVENS","Adult",0
"1583","Berkley",0,NA,"Nora Roberts","None",7.94,"9.78E+12",NA,2015-11-01,NA,"by Nora Roberts","DANCE UPON THE AIR","Adult",0
"1584","Little, Brown",0,NA,"Elin Hilderbrand","316261122",14.14,"9.78E+12",NA,2015-11-01,NA,"by Elin Hilderbrand","WINTER STROLL","Young Adult",0
"1585","Mira",0,NA,"Sherryl Woods","778317668",3.15,"9.78E+12",NA,2015-10-25,NA,"by Sherryl Woods","WILLOW BROOK ROAD","Adult",0
"1586","Berkley",0,NA,"Jill Shalvis","None",17.12,"9.78E+12",NA,2015-10-25,NA,"by Jill Shalvis","ALL I WANT","Adult",0
"1587","Putnam",0,NA,"Jan Karon","399167455",12.91,"9.78E+12",NA,2015-10-25,NA,"by Jan Karon","COME RAIN OR COME SHINE","Teen",0
"1588","Vintage",0,NA,"E L James","1101946342",10.48,"9.78E+12",NA,2015-10-25,NA,"by E. L. James","GREY","Young Adult",0
"1589","HQN",0,NA,"Susan Mallery","146039092X",10.16,"9.78E+12",NA,2015-10-18,NA,"by Susan Mallery","MARRY ME AT CHRISTMAS","Adult",0
"1590","Zebra",0,NA,"Fern Michaels","None",7.19,"9.78E+12",NA,2015-10-18,NA,"by Fern Michaels","DOUBLE DOWN","Young Adult",0
"1591","Putnam",0,NA,"Catherine Coulter and J T Ellison","None",10.88,"9.78E+12",NA,2015-10-11,NA,"by Catherine Coulter and J. T. Ellison","THE END GAME","Young Adult",0
"1592","Bantam",0,NA,"Sarah Addison Allen","553906542",4.45,"9.78E+12",NA,2015-10-11,NA,"by Sarah Addison Allen","THE GIRL WHO CHASED THE MOON","Young Adult",0
"1593","Bantam",0,NA,"Janet Evanovich and Lee Goldberg","345543181",17.53,"9.78E+12",NA,2015-10-11,NA,"by Janet Evanovich and Lee Goldberg","THE SCAM","Teen",0
"1594","Forge",0,NA,"William R Forstchen","1466851899",2.09,"9.78E+12",NA,2015-10-04,NA,"by William R. Forstchen","ONE YEAR AFTER","Childhood",0
"1595","Gallery",0,NA,"Christina Lauren","1476777950",5.88,"9.78E+12",NA,2015-10-04,NA,"by Christina Lauren","DARK WILD NIGHT","Young Adult",0
"1596","Kingswell",0,NA,"Richard Castle","None",15.21,"9.78E+12",NA,2015-10-04,NA,"by Richard Castle","DRIVING HEAT","Young Adult",0
"1597","Delacorte",0,NA,"Lee Child","None",2.12,"9.78E+12",NA,2015-09-27,NA,"by Lee Child","SMALL WARS","Teen",0
"1598","Susan Stoker",0,NA,"Susan Stoker","None",13.89,"A00B00ZAQP6FI",NA,2015-09-27,NA,"by Susan Stoker","PROTECTING MELODY","Adult",0
"1599","Delacorte",0,NA,"Danielle Steel","None",2.01,"9.78E+12",NA,2015-09-27,NA,"by Danielle Steel","UNDERCOVER","Young Adult",0
"1600","Ellora's Cave",0,NA,"Laurann Dohner","None",18.95,"9.78E+12",NA,2015-09-27,NA,"by Laurann Dohner","NUMBERS","Adult",0
"1601","Kristen Ashley",0,NA,"Kristen Ashley","None",3.06,"A00B00YUR6BUM",NA,2015-09-20,NA,"by Kristen Ashley","HOLD ON","Adult",0
"1602","Mira",0,NA,"Ron Carr","778317498",8.01,"9.78E+12",NA,2015-09-20,NA,"by Robyn Carr","WILDEST DREAMS","Young Adult",0
"1603","Jove",0,NA,"Nalini Singh","None",1.65,"9.78E+12",NA,2015-09-20,NA,"by Nalini Singh","ARCHANGEL S ENIGMA","Young Adult",0
"1604","Ballantine",0,NA,"Jonathan Kellerman","080417749X",13.15,"9.78E+12",NA,2015-09-13,NA,"by Jonathan Kellerman","THE MURDERER S DAUGHTER","Adult",0
"1605","HQN",0,NA,"Lori Foster","1460384067",9.61,"9.78E+12",NA,2015-09-13,NA,"by Lori Foster","TOUGH LOVE","Young Adult",0
"1606","Morrow",0,NA,"Christopher Moore","61779784",0.33,"9.78E+12",NA,2015-09-13,NA,"by Christopher Moore","SECONDHAND SOULS","Childhood",0
"1607","Avon",0,NA,"Tessa Dare","62349031",19.3,"9.78E+12",NA,2015-09-13,NA,"by Tessa Dare","WHEN A SCOT TIES THE KNOT","Adult",0
"1608","C. Scott Publishing",0,NA,"Penelope Ward and Vi Keeland","1942215215",3.46,"9.78E+12",NA,2015-09-13,NA,"by Penelope Ward and Vi Keeland","COCKY BASTARD","Teen",0
"1609","Jamie McGuire",0,NA,"Jamie McGuire","None",9.21,"A00B00XB7J2EO",NA,2015-09-06,NA,"by Jamie McGuire","SOMETHING BEAUTIFUL","Young Adult",0
